,user_id,n_pin,n_followers,n_following,n_like,county,n_following_twitter,n_follower_twitter,n_tweet
1674,377292,14,9,12,3,BR,,,
1675,381503,64,6,98,23,BR,,,
1676,381552,0,5,73,1,BR,,,
1677,381601,54,42,32,202,BR,,,
1678,381793,12,4,18,0,BR,,,
1679,382309,166,11,110,83,BR,,,
1680,382347,10,9,63,2,BR,,,
1681,382594,214,28,118,4,BR,,,
1682,383648,2,28,20,3,BR,,,
1683,383798,18,10,58,9,BR,50.0,63.0,2982.0
1684,384415,227,8,15,0,BR,,,
1685,385201,2538,152,707,14,BR,,,
1686,385763,0,6,57,1,BR,,,
1687,387348,1,6,50,0,BR,,,
1688,387349,0,16,56,0,BR,,,
1689,387388,0,22,53,0,BR,,,
1690,387846,3,15,69,3,BR,,,
1691,387966,1,6,65,5,BR,,,
1692,392118,0,18,57,1,BR,,,
1693,392122,0,4,53,1,BR,,,
1694,392436,0,14,56,0,BR,,,
1695,392451,3,1,12,6,BR,,,
1696,392470,9,12,16,2,BR,,,
1697,392611,8,21,63,12,BR,,,
1698,393052,0,19,16,9,BR,,,
1699,393996,1076,56,25,90,BR,,,
1700,394053,2,28,5,0,BR,,,
1701,396792,130,8,29,1,BR,,,
1702,397118,0,3,52,1,BR,,,
1703,397683,3,5,18,1,BR,,,
1704,398267,8,7,74,7,BR,,,
1705,398692,0,12,13,22,BR,,,
1706,398964,0,10,55,0,BR,,,
1707,398992,3,5,56,3,BR,,,
1708,398994,38,8,7,1,BR,237.0,93.0,1347.0
1709,398995,0,13,113,3,BR,,,
1710,398998,0,6,8,0,BR,,,
1711,399003,0,12,4,0,BR,,,
1712,399008,234,20,22,143,BR,,,
1713,399009,0,4,5,0,BR,,,
1714,399011,144,22,158,17,BR,,,
1715,400323,0,4,0,0,BR,,,
1716,405616,257,35,202,62,BR,,,
1717,407431,0,8,79,4,BR,,,
1718,407582,1277,237,449,1,BR,,,
1719,407713,75,5,32,11,BR,,,
1720,415771,0,15,61,2,BR,,,
1721,416073,3,75,60,3,BR,,,
1722,416866,206,20,32,58,BR,155.0,200.0,5389.0
1723,417261,16,3,21,0,BR,,,
1724,421360,3706,327,889,665,BR,678.0,310.0,1297.0
1725,421365,13,13,13,3,BR,,,
1726,422666,1,9,54,0,BR,,,
1727,422670,115,12,38,17,BR,,,
1728,422701,7,1,0,0,BR,,,
1729,422953,6,462,9,0,BR,,,
1730,422985,0,8,67,7,BR,,,
1731,422990,15,6,68,6,BR,,,
1732,423009,0,5,12,0,BR,,,
1733,423010,5,13,175,1,BR,,,
1734,423011,28,10,5,4,BR,142.0,161.0,24136.0
1735,423015,39,39,62,106,BR,,,
1736,423017,0,3,0,0,BR,,,
1737,423018,9,13,6,3,BR,,,
1738,423019,42,7,20,1,BR,136.0,29.0,89.0
1739,423021,118,10,75,7,BR,,,
1740,423155,28,12,89,5,BR,,,
1741,423156,0,7,59,1,BR,,,
1742,423201,2,24,60,5,BR,,,
1743,423203,0,10,0,0,BR,,,
1744,423206,1,18,56,0,BR,,,
1745,423209,0,10,4,1,BR,,,
1746,423210,1,8,1,18,BR,,,
1747,423211,5,31,60,6,BR,,,
1748,423216,268,16,87,10,BR,,,
1749,423218,0,6,73,3,BR,,,
1750,423219,3,6,7,0,BR,,,
1751,423223,11,9,0,4,BR,,,
1752,423226,96,19,105,99,BR,,,
1753,423227,17,11,10,14,BR,,,
1754,423228,3,6,45,3,BR,,,
1755,423233,47,18,94,140,BR,,,
1756,423237,0,1,54,2,BR,,,
1757,423238,14,3,17,6,BR,,,
1758,423239,0,21,61,0,BR,,,
1759,423240,52,31,67,16,BR,,,
1760,423242,0,11,60,0,BR,,,
1761,423249,65,16,21,1,BR,,,
1762,423250,72,9,65,2,BR,26.0,17.0,522.0
1763,423253,40,9,5,2,BR,,,
1764,423256,0,8,53,1,BR,,,
1765,423257,223,2,1,1,BR,,,
1766,423258,29,6,7,19,BR,,,
1767,423261,0,2,12,1,BR,,,
1768,423264,0,2,10,2,BR,,,
1769,423265,31,10,66,2,BR,,,
1770,423267,0,10,16,9,BR,,,
1771,423269,14,26,79,33,BR,,,
1772,423270,1220,88,166,66,BR,,,
1773,423271,307,12,79,20,BR,,,
1774,423275,41,22,10,0,BR,,,
1775,423281,0,1,57,0,BR,,,
1776,423282,465,22,6,61,BR,,,
1777,423284,1,3,6,0,BR,,,
1778,423286,282,19,180,304,BR,,,
1779,423289,0,11,23,22,BR,,,
1780,423292,0,7,13,0,BR,,,
1781,423296,0,14,60,0,BR,,,
1782,423297,475,116,96,72,BR,,,
1783,423298,176,7,21,1,BR,,,
1784,423300,269,33,115,91,BR,,,
1785,423301,0,5,18,0,BR,,,
1786,423303,0,12,56,0,BR,,,
1787,423305,0,27,44,1,BR,,,
1788,423307,384,19,93,41,BR,,,
1789,423309,0,11,25,0,BR,,,
1790,423310,115,67,87,0,BR,,,
1791,423311,0,2,10,0,BR,,,
1792,423312,13,7,15,11,BR,,,
1793,423313,0,10,54,2,BR,,,
1794,423316,0,6,63,20,BR,,,
1795,423317,16,1,67,5,BR,,,
1796,423323,7,15,114,11,BR,,,
1797,423324,6,21,103,1,BR,,,
1798,423327,1,5,58,1,BR,,,
1799,423328,1931,71,373,37,BR,107.0,68.0,935.0
1800,423333,217,25,70,1,BR,,,
1801,423336,0,10,28,3,BR,,,
1802,423339,7423,213,246,178,BR,,,
1803,423340,280,19,44,2,BR,211.0,70.0,2495.0
1804,423343,0,0,57,9,BR,,,
1805,423344,76,2,59,14,BR,,,
1806,423387,0,24,59,0,BR,,,
1807,423476,0,19,70,0,BR,,,
1808,423493,0,12,56,0,BR,,,
1809,423507,22,15,15,11,BR,,,
1810,423522,0,8,55,2,BR,,,
1811,423525,2,3,57,7,BR,,,
1812,423526,46,12,23,13,BR,,,
1813,423540,0,4,53,0,BR,,,
1814,423545,0,42,95,9,BR,,,
1815,423546,13,9,56,38,BR,,,
1816,423559,0,8,156,10,BR,,,
1817,423576,0,1,55,0,BR,,,
1818,423579,1,10,76,3,BR,,,
1819,423582,0,17,67,1,BR,,,
1820,423583,4,2,11,0,BR,,,
1821,423586,0,7,6,0,BR,,,
1822,423589,12,12,8,1,BR,,,
1823,423594,0,4,61,0,BR,,,
1824,423599,1,10,18,1,BR,,,
1825,423604,786,40,85,997,BR,,,
1826,423617,8,9,66,57,BR,,,
1827,423619,8,15,38,6,BR,,,
1828,423622,41,44,321,239,BR,,,
1829,423627,309,49,90,0,BR,,,
1830,423629,0,4,2,0,BR,,,
1831,423632,1028,78,407,43,BR,230.0,131.0,870.0
1832,423633,539,32,91,191,BR,,,
1833,423637,44,15,78,14,BR,,,
1834,423640,2575,255,91,2075,BR,,,
1835,423648,0,7,15,0,BR,,,
1836,423651,0,7,15,38,BR,,,
1837,423652,11,6,78,26,BR,,,
1838,423655,7,22,92,0,BR,,,
1839,423658,508,81,79,30,BR,,,
1840,423659,1768,52,164,23,BR,,,
1841,423661,0,7,12,0,BR,,,
1842,423665,167,10,111,16,BR,,,
1843,423680,3,14,98,3,BR,,,
1844,423683,0,1,67,8,BR,,,
1845,423687,13,5,15,7,BR,,,
1846,423689,3,13,63,3,BR,,,
1847,423690,0,10,91,3,BR,,,
1848,423691,0,6,50,0,BR,,,
1849,423692,1,6,5,0,BR,,,
1850,423694,0,15,10,0,BR,,,
1851,423699,17,18,19,0,BR,,,
1852,423702,0,16,66,3,BR,,,
1853,423713,0,11,55,7,BR,,,
1854,423719,0,8,50,0,BR,,,
1855,423722,17,19,32,6,BR,,,
1856,423723,0,11,54,1,BR,,,
1857,423726,1259,484,119,500,BR,166.0,157.0,3026.0
1858,423729,3,7,61,2,BR,,,
1859,423731,1,36,97,9,BR,,,
1860,423733,0,23,162,4,BR,,,
1861,423734,140,49,20,110,BR,,,
1862,423735,26,26,90,9,BR,,,
1863,423738,1295,266,774,53,BR,984.0,259.0,907.0
1864,423741,0,58,54,1,BR,,,
1865,423745,0,27,55,2,BR,,,
1866,423746,22,17,47,5,BR,374.0,97.0,38.0
1867,423748,1,9,9,0,BR,,,
1868,423750,0,4,12,0,BR,,,
1869,423757,10,6,9,0,BR,,,
1870,423758,60,9,64,1,BR,,,
1871,423760,0,9,11,0,BR,,,
1872,423763,595,10,17,417,BR,,,
1873,423766,0,4,62,0,BR,,,
1874,423767,0,11,90,16,BR,,,
1875,423769,496,31,207,57,BR,,,
1876,423781,510,65,99,26,BR,,,
1877,423784,0,10,22,1,BR,,,
1878,423787,46,62,314,49,BR,,,
1879,423819,63,12,17,58,BR,,,
1880,423840,275,10,9,0,BR,,,
1881,423860,127,9,14,14,BR,,,
1882,423863,44,19,10,2,BR,252.0,163.0,6702.0
1883,423881,0,8,58,19,BR,,,
1884,423928,401,17,7,93,BR,,,
1885,423967,0,39,62,3,BR,,,
1886,423979,91,13,46,11,BR,,,
1887,424006,12,4,14,0,BR,,,
1888,424007,13,2,59,4,BR,,,
1889,424008,153,30,128,27,BR,,,
1890,424011,0,11,21,0,BR,,,
1891,424026,0,44,56,11,BR,,,
1892,424047,58,20,30,7,BR,,,
1893,425761,64,53,133,69,BR,,,
1894,425794,774,75,135,665,BR,,,
1895,425802,3,8,13,0,BR,,,
1896,426169,7,6,14,7,BR,,,
1897,427047,0,0,11,0,BR,,,
1898,428735,0,8,0,0,BR,,,
1899,429470,455,26,301,7468,BR,,,
1900,430125,4,23,59,4,BR,,,
1901,430126,768,15,70,693,BR,,,
1902,430133,0,4,58,2,BR,,,
1903,430817,1231,58,226,281,BR,,,
1904,431468,545,172,66,1,BR,,,
1905,431471,1384,134,142,103,BR,,,
1906,431585,35,3,66,10,BR,,,
1907,431931,0,3,62,0,BR,,,
1908,432762,28,4,63,15,BR,,,
1909,433953,0,12,57,9,BR,,,
1910,435996,148,26,15,0,BR,,,
1911,436023,0,23,58,0,BR,,,
1912,438444,22,8,52,3,CL,,,
1913,439686,223,44,145,692,BR,291.0,151.0,3612.0
1914,439744,1232,65,107,42,BR,,,
1915,439811,11,15,54,2,BR,,,
1916,440105,2424,168,948,2688,BR,,,
1917,440405,18,3,14,21,BR,,,
1918,440728,1,6,53,2,BR,,,
1919,441638,23,20,10,7,BR,,,
1920,441640,0,0,49,0,BR,,,
1921,441735,0,7,75,67,BR,,,
1922,441763,271,55,115,56,BR,,,
1923,441783,1477,48,281,259,BR,,,
1924,442031,429,31,98,22,BR,,,
1925,442033,93,41,28,3,BR,,,
1926,442076,5,4,61,15,BR,,,
1927,442083,0,16,15,0,BR,,,
1928,442266,0,24,58,17,BR,,,
1929,442364,0,15,91,19,BR,,,
1930,442472,0,16,0,0,BR,,,
1931,442480,1220,39,37,20,BR,,,
1932,442483,22,8,1,0,BR,,,
1933,442484,2,3,10,2,BR,,,
1934,442491,591,21,120,110,BR,,,
1935,442502,1951,237,160,582,BR,,,
1936,442518,29,11,29,38,BR,,,
1937,442744,15668,1080,1358,8401,BR,,,
1938,442762,29,25,67,2,BR,,,
1939,442785,31,4,65,10,BR,,,
1940,442789,7,9,14,8,BR,,,
1941,443223,554,34,255,34,BR,,,
1942,443437,2,20,54,0,BR,,,
1943,443442,0,10,25,26,BR,,,
1944,443610,6573,406,831,2550,BR,,,
1945,443688,0,5,67,0,BR,,,
1946,443748,592,17,183,2,BR,,,
1947,443752,34,17,8,10,BR,,,
1948,443760,0,12,24,0,BR,,,
1949,443782,220,12,75,15,BR,,,
1950,443863,0,21,1,0,BR,,,
1951,443985,10,18,18,4,BR,237.0,53.0,4453.0
1952,444289,297,11,65,48,BR,,,
1953,444343,1,4,49,0,BR,,,
1954,444408,0,1,56,0,BR,,,
1955,444464,58,23,4,51,BR,,,
1956,444489,2,8,57,0,BR,,,
1957,444615,0,70,120,0,BR,,,
1958,444815,6,16,23,1,BR,355.0,212.0,3067.0
1959,444816,738,123,47,714,BR,,,
1960,444840,0,1,9,61,BR,,,
1961,444877,3328,182,143,176,BR,,,
1962,444879,0,28,22,1,BR,,,
1963,444880,9331,862,672,659,BR,,,
1964,444882,0,8,17,0,BR,,,
1965,444888,9,14,98,29,BR,,,
1966,444889,16,16,45,5,BR,,,
1967,444890,1321,156,103,44,BR,,,
1968,444893,11,1,56,12,BR,,,
1969,444894,76,35,143,15,BR,,,
1970,444900,0,8,54,0,BR,,,
1971,444901,170,16,198,229,BR,,,
1972,444905,1070,23,48,0,BR,,,
1973,447597,939,58,98,5,BR,,,
1974,447600,589,45,34,65,BR,,,
1975,447606,13,21,40,262,BR,,,
1976,447733,1,6,49,0,BR,,,
1977,447868,1,4,53,0,BR,,,
1978,448231,1,3,17,0,BR,,,
1979,448617,0,28,56,0,BR,,,
1980,448748,0,11,21,20,BR,,,
1981,450216,1053,17,55,12,BR,,,
1982,450435,40,22,64,2,BR,,,
1983,450747,1,0,53,1,BR,,,
1984,451988,7,5,8,11,BR,,,
1985,452050,19,31,11,5,BR,,,
1986,452103,110,26,131,81,BR,152.0,182.0,4330.0
1987,452138,0,11,82,9,BR,,,
1988,452596,0,5,59,0,BR,,,
1989,452702,1,2,57,4,BR,,,
1990,452765,0,9,31,0,BR,,,
1991,453234,734,47,73,88,BR,,,
1992,453371,154,4,10,18,BR,,,
1993,454014,15,16,35,3,BR,,,
1994,454114,0,8,12,1,BR,,,
1995,454132,0,6,54,0,BR,,,
1996,454133,0,14,53,0,BR,,,
1997,454142,190,20,82,0,BR,,,
1998,454149,0,1,57,0,BR,,,
1999,454152,108,20,119,0,BR,,,
2000,454154,23,17,19,7,BR,,,
2001,454155,0,7,17,5,BR,,,
2002,454156,14,8,87,18,BR,,,
2003,454159,14,25,54,0,BR,,,
2004,454163,784,34,74,101,BR,,,
2005,454181,44,13,19,24,BR,,,
2006,454185,60,164,76,131,BR,,,
2007,454191,5,20,22,4,BR,,,
2008,454193,31,4,25,17,BR,,,
2009,454198,122,23,64,2,BR,,,
2010,454202,9,26,217,20,BR,,,
2011,454207,4,4,25,0,BR,,,
2012,454209,2,14,77,0,BR,,,
2013,454218,107,9,90,47,BR,,,
2014,454224,239,28,268,202,BR,,,
2015,454231,3,6,5,0,BR,,,
2016,454233,195,45,31,4,BR,,,
2017,454240,2,9,58,1,BR,,,
2018,454241,59,11,88,63,BR,,,
2019,454242,0,8,55,0,BR,,,
2020,454243,0,10,55,0,BR,,,
2021,454244,338,16,117,9,BR,,,
2022,454248,108,21,50,1,BR,,,
2023,454251,2,1,63,8,BR,,,
2024,454265,745,61,464,124,BR,,,
2025,454269,13,5,76,15,BR,,,
2026,454270,34,11,88,236,BR,,,
2027,454276,0,7,20,0,BR,,,
2028,454277,0,10,14,0,BR,,,
2029,454281,1789,89,181,4,BR,,,
2030,454283,108,9,15,105,BR,,,
2031,454285,33,44,68,2,BR,,,
2032,454286,0,5,14,1,BR,,,
2033,454291,116,18,102,69,BR,,,
2034,454294,1015,27,92,407,BR,,,
2035,454296,378,17,59,45,BR,,,
2036,454299,300,35,65,42,BR,,,
2037,454300,2,16,20,0,BR,,,
2038,454302,2065,168,128,58,BR,,,
2039,454306,1846,61,115,272,BR,,,
2040,454308,50,53,71,5,BR,,,
2041,454313,0,14,58,41,BR,,,
2042,454323,0,11,68,0,BR,,,
2043,454328,0,13,11,0,BR,,,
2044,454339,7,13,3,4,BR,,,
2045,454342,186,38,177,9,BR,,,
2046,454343,0,4,54,2,BR,,,
2047,454351,2,8,74,18,BR,,,
2048,454358,157,6,1,2,BR,,,
2049,454361,112,52,212,3,BR,,,
2050,454362,57,14,73,36,BR,,,
2051,454374,138,11,5,46,BR,,,
2052,454376,122,34,307,1364,BR,232.0,185.0,4078.0
2053,454377,91,16,13,36,BR,,,
2054,454393,1,10,16,3,BR,,,
2055,454400,148,14,76,1096,BR,,,
2056,454402,0,10,2,1,BR,,,
2057,454406,4,5,58,2,BR,,,
2058,454414,2770,169,1111,80,BR,,,
2059,454415,1,7,74,0,BR,,,
2060,454416,189,24,41,17,BR,,,
2061,454420,8,35,63,0,BR,,,
2062,454422,0,10,4,1,BR,,,
2063,454428,0,2,61,0,BR,,,
2064,454441,475,115,93,85,BR,,,
2065,454469,21,26,58,9,BR,,,
2066,454493,12,26,70,0,BR,,,
2067,454528,30,8,91,8,BR,,,
2068,454617,21,8,53,5,BR,,,
2069,454636,0,12,63,8,BR,,,
2070,454660,0,25,62,0,BR,,,
2071,454752,579,28,177,11,BR,,,
2072,454935,10,14,6,0,BR,,,
2073,455022,0,9,55,0,BR,,,
2074,455200,3777,47,111,17,BR,,,
2075,455236,0,9,56,0,BR,,,
2076,455240,0,10,61,4,BR,,,
2077,455243,1285,26,35,40,BR,,,
2078,455256,651,78,106,35,BR,,,
2079,455257,19,50,65,31,BR,,,
2080,455262,0,16,0,0,BR,,,
2081,455271,147,76,160,3,BR,,,
2082,455274,39,26,69,17,BR,,,
2083,455286,16,19,87,4,BR,302.0,104.0,1839.0
2084,455322,20,14,62,23,BR,,,
2085,455338,10,11,17,23,BR,,,
2086,455344,5,4,62,0,BR,,,
2087,455349,11301,56552,362,2529,BR,358.0,2140.0,27677.0
2088,455360,180,18,65,0,BR,,,
2089,455381,2,16,60,3,BR,,,
2090,455383,37,3,9,0,BR,,,
2091,455413,5,10,45,7,BR,,,
2092,455498,0,18,90,0,BR,,,
2093,455741,1,9,79,2,BR,428.0,119.0,320.0
2094,455964,1,4,56,2,BR,,,
2095,456017,0,22,0,0,BR,,,
2096,456273,69,4,110,130,BR,,,
2097,456356,0,1,11,0,BR,,,
2098,456420,0,3,54,2,BR,,,
2099,456428,23,27,92,11,BR,,,
2100,456820,222,28,86,83,BR,,,
2101,456827,81,9,62,34,BR,,,
2102,456855,26,2,11,17,BR,,,
2103,456985,254,6,78,16,BR,,,
2104,457213,2928,263,514,1178,BR,,,
2105,459218,0,2,56,0,BR,,,
2106,460722,72,22,53,17,BR,,,
2107,461283,6,10,12,1,BR,,,
2108,461515,38,10,83,48,BR,,,
2109,461599,141,21,28,14,BR,162.0,308.0,6844.0
2110,461630,21,11,26,20,BR,,,
2111,461949,7198,188,8,4,BR,,,
2112,461951,0,7,21,0,BR,,,
2113,461978,5,19,61,7,BR,,,
2114,462956,46,8,9,14,BR,,,
2115,462969,18,67,185,29,BR,,,
2116,463379,4779,258,413,48,BR,,,
2117,463489,1,16,15,0,BR,,,
2118,463624,109,25,84,49,BR,,,
2119,463873,0,4,73,0,BR,,,
2120,464206,155,12,107,115,BR,,,
2121,464643,0,8,53,0,BR,,,
2122,464645,0,29,93,0,BR,,,
2123,464659,9,9,63,3,BR,,,
2124,465170,10,32,146,32,BR,,,
2125,465956,34,37,165,205,BR,,,
2126,465968,4,6,57,32,BR,,,
2127,466030,0,6,14,0,BR,,,
2128,466086,0,4,52,15,BR,,,
2129,466135,2,0,58,7,BR,,,
2130,466197,49,23,76,19,BR,,,
2131,466258,0,12,0,0,BR,,,
2132,466284,2,5,46,3,BR,,,
2133,466288,343,8,116,119,BR,,,
2134,466327,0,5,52,2,BR,,,
2135,466331,11,18,56,2,BR,,,
2136,466369,0,9,73,7,BR,,,
2137,466384,108,4,4,1,BR,,,
2138,467098,11,16,40,20,CO,317.0,76.0,169.0
2139,467313,11,3,10,17,BR,,,
2140,467331,22,28,4,1,BR,,,
2141,467347,0,3,11,0,BR,,,
2142,467372,2,21,59,1,BR,,,
2143,467410,15,14,93,125,BR,,,
2144,467429,0,13,40,0,BR,,,
2145,467438,17,4,48,2,BR,,,
2146,467442,0,6,56,0,BR,,,
2147,467443,0,2,52,0,BR,,,
2148,467496,856,49,46,43,BR,,,
2149,467519,3647,51,122,191,BR,,,
2150,467522,1653,96,200,2922,BR,,,
2151,467570,0,15,72,1,BR,,,
2152,467571,156,26,72,0,BR,,,
2153,467572,0,80,3,2,BR,,,
2154,467638,78,19,70,1,BR,,,
2155,467653,0,45,78,9,BR,,,
2156,467658,4,12,74,8,BR,126.0,86.0,845.0
2157,467676,0,19,61,53,BR,,,
2158,467926,21,12,133,8,BR,438.0,77.0,392.0
2159,467935,3,4,71,2,BR,,,
2160,467948,3,4,10,1,BR,,,
2161,467955,0,11,52,0,BR,,,
2162,467996,48,17,80,17,BR,,,
2163,468071,730,54,145,178,BR,,,
2164,468074,0,7,51,2,BR,,,
2165,468090,0,3,61,43,BR,,,
2166,468099,26,2,16,2,BR,,,
2167,468153,3,26,85,34,BR,,,
2168,468161,12,13,17,0,BR,1197.0,242.0,2345.0
2169,468176,23,52,144,15,BR,,,
2170,468187,378,6,73,85,BR,,,
2171,468193,1211,82,221,499,BR,,,
2172,468204,0,10,71,3,BR,,,
2173,468284,64,3,77,7,BR,,,
2174,468291,31,20,86,8,BR,,,
2175,468311,0,8,39,0,BR,,,
2176,468348,2658,142,147,275,BR,,,
2177,468367,33,26,105,0,BR,,,
2178,468373,2,15,4,0,BR,,,
2179,469682,55,13,63,1,BR,,,
2180,469683,105,25,109,9,BR,,,
2181,469684,0,6,0,0,BR,,,
2182,469687,166,30,73,17,BR,,,
2183,469688,9,3,84,2,BR,,,
2184,469749,421,33,76,186,BR,,,
2185,470077,0,48,59,0,VE,,,
2186,470095,3,2,14,0,BR,,,
2187,470126,41,8,110,111,BR,,,
2188,470173,0,33,109,0,BR,,,
2189,470183,1,23,119,0,BR,,,
2190,470212,636,50,98,41,BR,,,
2191,470254,0,33,58,0,BR,,,
2192,470337,0,10,7,1,BR,,,
2193,470348,330,48,127,14,BR,,,
2194,470350,13,8,17,2,BR,,,
2195,470407,161,14,121,8,BR,,,
2196,470438,11,14,31,3,BR,,,
2197,470439,3,12,48,3,BR,,,
2198,470478,2292,3186,140,36,BR,,,
2199,470501,0,9,10,1,BR,,,
2200,470511,0,5,4,0,BR,,,
2201,470534,0,0,12,0,BR,142.0,5.0,25.0
2202,470580,0,20,144,3,BR,,,
2203,472244,4,20,87,1,BR,,,
2204,472491,101,10,59,4,BR,,,
2205,472493,194,27,185,159,BR,,,
2206,472494,3,10,93,1,BR,,,
2207,472496,13,2,54,10,BR,,,
2208,472500,34,8,62,23,BR,,,
2209,472501,0,25,51,0,BR,,,
2210,472673,24,7,5,0,BR,,,
2211,472767,436,5,79,497,BR,,,
2212,472851,14,34,74,8,BR,,,
2213,473484,3,5,19,0,BR,,,
2214,473959,375,37,118,3,BR,,,
2215,474302,0,13,56,2,BR,,,
2216,474334,11,26,81,0,BR,,,
2217,474529,0,15,10,39,BR,,,
2218,474570,1,11,62,104,BR,,,
2219,474585,110,7,83,7,BR,,,
2220,474648,5,45,27,0,BR,,,
2221,474649,21,3,67,3,BR,,,
2222,474653,197,23,172,8,BR,,,
2223,474666,2520,96,267,57,BR,,,
2224,474677,10,8,63,12,BR,,,
2225,474864,156,13,78,294,BR,,,
2226,474885,0,6,52,0,BR,,,
2227,474890,0,6,14,6,BR,,,
2228,474925,0,28,59,0,BR,,,
2229,474945,14,11,123,8,BR,,,
2230,474949,0,21,1,0,BR,,,
2231,474977,0,2,13,0,BR,,,
2232,474979,0,16,81,9,BR,,,
2233,474980,4077,269,148,997,BR,,,
2234,475019,0,34,65,27,BR,,,
2235,475023,29,18,90,5,BR,,,
2236,475024,0,14,0,1,BR,,,
2237,475031,1,19,79,0,BR,,,
2238,475041,0,3,13,1,BR,,,
2239,475076,7674,448,147,322,BR,,,
2240,475087,114,4,68,4,BR,,,
2241,475104,9,10,24,21,BR,,,
2242,475115,5970,484,519,863,BR,,,
2243,475136,7,4,58,1,BR,,,
2244,475164,38,39,80,0,BR,,,
2245,475166,1,0,52,0,BR,,,
2246,475168,1,24,64,0,BR,,,
2247,475171,0,33,62,0,BR,,,
2248,475176,436,21,142,540,BR,,,
2249,475179,0,14,1,2,BR,,,
2250,475182,80,6,91,11,BR,,,
2251,475183,0,5,60,11,BR,,,
2252,475215,109,36,178,29,BR,,,
2253,475237,8,15,44,17,BR,,,
2254,475242,8,11,16,74,BR,,,
2255,475308,0,5,55,0,BR,,,
2256,475329,54,30,109,0,BR,,,
2257,475350,7114,231,121,163,BR,,,
2258,475719,2,26,63,2,BR,,,
2259,475879,0,2,12,21,BR,,,
2260,475901,86,27,81,10,BR,,,
2261,475942,0,5,59,1,BR,,,
2262,475969,0,6,7,0,BR,,,
2263,475972,298,28,125,49,BR,,,
2264,475977,0,12,58,0,BR,,,
2265,476005,8,5,15,39,BR,,,
2266,476009,0,6,58,0,BR,,,
2267,476039,0,61,29,1,BR,,,
2268,476045,8,12,62,4,BR,,,
2269,476083,6,9,18,1,BR,,,
2270,476208,71,9,15,6,BR,,,
2271,476287,4,4,14,1,BR,,,
2272,476304,0,11,43,1,BR,,,
2273,476358,92,23,103,40,BR,,,
2274,476376,0,32,0,1,BR,,,
2275,476446,7,14,88,1,BR,,,
2276,476501,0,6,1,5,BR,,,
2277,476516,64,19,38,235,BR,,,
2278,476532,0,12,48,8,BR,,,
2279,476539,1246,27,221,2,BR,110.0,143.0,10667.0
2280,476567,846,13,56,7,BR,,,
2281,476611,62,26,53,61,BR,117.0,128.0,3043.0
2282,476662,16087,701,564,870,BR,,,
2283,476671,1,8,63,0,BR,,,
2284,476675,1592,215,134,81,BR,,,
2285,476676,35,6,2,1,BR,,,
2286,476685,196,3,78,3,BR,,,
2287,476686,1,10,41,0,BR,,,
2288,476711,0,6,83,0,BR,,,
2289,476728,906,172,240,76,BR,,,
2290,476736,5,1,55,2,BR,,,
2291,476746,0,22,55,0,BR,,,
2292,476751,88,24,20,0,BR,,,
2293,476938,1920,37,52,89,BR,,,
2294,477102,226,22,28,37,BR,,,
2295,477159,16,17,99,260,BR,,,
2296,477289,28,17,78,22,BR,,,
2297,477451,16,11,40,0,BR,,,
2298,477478,1810,98,209,677,BR,,,
2299,477495,75,5,85,4,BR,,,
2300,477514,5,4,97,18,BR,,,
2301,477517,0,8,56,4,BR,,,
2302,477563,83,30,15,10,BR,,,
2303,477589,5443,359,818,30,BR,,,
2304,477617,0,4,69,0,BR,,,
2305,477681,1,18,13,0,BR,,,
2306,477736,20,8,14,34,BR,,,
2307,477763,32,8,24,66,BR,,,
2308,477775,186,19,19,36,BR,,,
2309,477930,0,9,47,0,BR,,,
2310,477942,0,3,58,2,BR,,,
2311,477947,754,40,111,30,BR,,,
2312,478054,1955,173,171,33,BR,,,
2313,478192,69,25,129,13,BR,,,
2314,478208,0,13,56,0,BR,,,
2315,478211,0,42,49,2,BR,,,
2316,478246,4,2,14,4,BR,,,
2317,478247,6,10,43,1,BR,,,
2318,478270,2,24,5,5,BR,,,
2319,478305,45,9,24,95,BR,,,
2320,478326,0,5,75,3,BR,,,
2321,478336,3,6,54,0,BR,,,
2322,478397,0,9,17,0,BR,,,
2323,478398,0,3,50,1,BR,,,
2324,478400,67,5,20,0,BR,,,
2325,478411,0,7,17,0,BR,,,
2326,478412,21,76,53,39,BR,,,
2327,478430,0,1,50,0,BR,,,
2328,478441,0,12,55,5,BR,,,
2329,478474,690,13,63,72,BR,,,
2330,478475,233,16,25,73,BR,,,
2331,478483,0,21,17,2,BR,,,
2332,478533,0,9,57,0,BR,,,
2333,478551,0,13,61,0,BR,,,
2334,478561,12269,796,91,1381,BR,,,
2335,478591,7,21,98,1,BR,,,
2336,478592,25,8,23,2,BR,,,
2337,478597,16,6,69,3,BR,,,
2338,478636,20,37,108,1,BR,,,
2339,478684,0,14,55,1,BR,,,
2340,478699,0,55,54,2,BR,,,
2341,478738,87,25,33,13,BR,,,
2342,478741,171,22,48,2,BR,,,
2343,478744,0,11,4,0,BR,,,
2344,478749,175,17,15,1,BR,,,
2345,478758,43,18,125,11,BR,,,
2346,478795,1,11,61,0,BR,,,
2347,478797,0,2,10,4,BR,,,
2348,478849,44,21,21,0,BR,,,
2349,478863,182,32,7,0,BR,,,
2350,478871,1461,14,46,232,BR,,,
2351,478929,0,14,2,0,BR,,,
2352,478948,0,18,104,0,BR,,,
